#ffffff,N-95
#f4ed85,22-80L
#d8cc66,22-70L
#d4ca85,22-70H
#978610,22-50P
#8e843c,22-50H
#8a8253,22-50F
#ffffff,22-90A
#f9f8f4,22-85A
#e6e7e1,22-80A
#d0d1cb,22-75A
#b9b6af,22-70A
#a09d96,22-65A
#888272,22-50B
#4c4734,22-30B
#fdf9de,22-90B
#f4f1de,22-85B
#e5e0cc,22-80B
#d9d1ba,22-75B
#c4bfac,22-70B
#a39e8b,22-60B
#6a664d,22-40B
#504b2b,22-30D
#fffce3,22-90C
#f8f3d3,22-87C
#f2ecd2,22-85C
#e5e1c8,22-80C
#dbd3bc,22-75C
#cdc7ad,22-70C
#b4ad90,22-65C
#a7a08e,22-60C
#fffddc,22-90D
#f3eece,22-85D
#e6e0bc,22-70D
#dbd2b3,22-75D
#cec5a6,22-70D
#aca185,22-60D
#898464,22-50D
#686546,22-40D
#feffb9,22-90H
#faf1ae,22-85H
#f7efbe,22-85F
#efe3a7,22-80H
#ebe3b2,22-80F
#e1d4a8,22-75F
#6c612b,25-40H
#5f5e32,25-40D
#fefef2,25-90A
#f0ece1,25-85A
#e2dfd8,25-80A
#d6d3cc,25-75A
#c8c4bb,25-70A
#b6b2a9,25-65A
#8b887f,25-60A
#635c54,25-50A
#fffee2,25-92B
#fdf9de,25-90B
#eeedcf,25-85B
#e1dcc8,25-80B
#d3cfb4,25-75B
#beb9a3,25-70B
#aca791,25-65B
#9c9781,25-60B
#f8f5d2,25-90C
#faf9c9,25-90D
#eceeaf,25-85F
#eeedbf,25-85D
#e0ddb2,25-80D
#cecbaa,25-75C
#c1be9d,25-70C
#807e57,25-50D
#eeebca,25-85C
#dfdcbb,25-80C
#c4c198,25-70D
#a29d7d,25-60D
#878475,25-50B
#686753,25-40B
#313115,25-30B
#24280d,25-20B
#ffffa9,25-90H
#f7ed69,25-80P
#e6c923,25-85V
#e3e699,25-80H
#d3d011,25-70T
#d2cd67,25-70L
#aba823,25-60P
#f8f7a5,27-85H
#a5a438,27-60L
#f8f8dc,27-90B
#edf0d5,27-85B
#e1e1c9,27-80B
#c1c094,27-70D
#a0a179,27-60D
#7d8055,27-50D
#7d8033,27-50H
#1c1d15,27-30B
#ffffc1,27-90F
#999017,27-80V
#feff73,27-90P
#f0f9aa,29-90H
#e4ec65,29-85P
#d5e990,29-80H
#aad408,29-70T
#9c9f58,29-60H
#576b23,29-40H
#f6f9dc,29-92B
#f5f8dd,29-90B
#e7eacd,29-85B
#dedec4,29-80B
#bbbea3,29-70B
#bbbea3,29-60D
#d7e5b4,32-80D
#6f8f2a,32-50L
#83a66e,35-70G
#f0f2cd,32-90D
#d4eb67,32-80P
#c2f75e,35-80T
#c8e998,35-80H
#adcf85,35-70H
#6e9151,35-50H
#72835f,35-50D
#51613a,35-40D
#f2f6e5,35-90A
#e1e3d5,35-85A
#d6d8ca,35-80A
#b9bbae,35-70A
#acad9f,35-65A
#959f87,35-60B
#5b634c,35-40B
#404f30,35-30D
#ecf4dc,35-92B
#e9f3da,35-90B
#dfe2cd,35-85B
#d0dabf,35-80B
#b5bda6,35-70B
#78816c,35-50B
#39412c,35-30B
#243219,35-20B
#edfacc,35-90D
#d0dfb6,35-80D
#b7c7a0,35-70D
#96a480,35-60D
#cee9be,37-80D
#91a783,37-60D
#698f52,37-50H
#58923b,37-50L
#f6ffec,37-90D
#bae68f,37-80L
#afe4ac,39-80H
#9dce97,39-70H
#71ba69,39-60L
#5f8d5c,39-50H
#2c7927,39-40L
#287f16,39-40P
#c8d7c2,39-80B
#85957b,39-60D
#c3d8b7,39-80D
#bcddbe,42-80D
#a1c2a7,42-70D
#92cb9e,42-70H
#50975d,42-50L
#005011,42-40P
#244e28,42-30H
#053211,42-30L
#e8f2e7,45-90A
#dce6dd,45-85A
#d0d7cf,45-80A
#b5bcb4,45-70A
#93a096,45-60B
#768477,45-50B
#556153,45-40B
#394634,45-30B
#e3f6e3,45-90B
#d9ebdd,45-85B
#ccdccf,45-80B
#b2bfb5,45-70B
#6c8570,45-50D
#4d654f,45-40D
#344c34,45-30D
#1e2f1c,45-20B
#dbfbe3,45-90D
#bcdcc4,45-80D
#a4bbab,45-70D
#88a090,45-60D
#09693b,45-55T
#568863,45-50H
#2b6d49,45-40P
#1b4a2a,45-30L
#1d351d,45-20D
#a9e1ba,45-80H
#6fd09d,45-70P
#8bc4a3,45-70H
#6ab685,45-60L
#74aa88,45-60H
#6ca596,45-70F
#58b193,49-60P
#297362,49-40T
#12391e,49-20H
#92cab1,49-70H
#6fa597,52-60H
#62ab9a,52-60L
#4b8b7d,52-50L
#2d6f61,52-40L
#97cbbf,55-70H
#5b8a82,55-50H
#184946,55-30L
#eff6ee,55-90A
#e4ebe3,55-85A
#d6ddd6,55-80A
#bac1ba,55-70A
#8d9e98,55-60B
#718177,55-50B
#576359,55-40B
#39473a,55-30B
#e7fbf0,55-90B
#deeee4,55-85B
#caded5,55-80B
#b1c0b9,55-70B
#87a29b,55-60D
#67827b,55-50D
#4f665e,55-40D
#2c4738,55-30D
#defff4,55-90D
#a7e3d7,55-80H
#bdded3,55-80D
#a9c9be,55-70D
#69a4a0,55-70F
#a7c2bd,57-70D
#8e9e9b,57-60C
#2f6886,59-40P
#244c4e,59-30H
#bcd6d3,59-80D
#6ea5aa,59-70F
#81c0cf,59-70L
#72a1a7,59-60H
#7aa2aa,62-60H
#6da4b8,62-60L
#4a6c76,65-40H
#364a48,65-30D
#1c3846,65-20H
#1c3846,65-20L
#f1f8f1,65-90A
#e6ece8,65-85A
#d9dfdb,65-80A
#b7bbba,65-70A
#7b8688,65-60A
#525c5b,65-50A
#3d493f,65-30B
#203226,65-20B
#f0faf9,65-90B
#e1ebea,65-85B
#d1dddb,65-80B
#b6c0c2,65-70B
#9aa3a2,65-60B
#7e8784,65-50B
#5c6560,65-40B
#566868,65-40D
#e1f5f6,65-90D
#c5d9da,65-80D
#aabdc1,65-70D
#9ec2d2,65-70H
#86bed7,65-70L
#689ecc,65-60P
#8fa3a4,65-60D
#718586,65-50D
#b5d9e5,65-80H
#a2e9fd,67-80H
#56bbe9,67-70L
#91baf0,69-70P
#93b6dc,69-70L
#84a6cc,69-60L
#707f86,69-50D
#596468,69-40D
#d2e8f3,69-80D
#bed5e7,69-80H
#759aac,69-70F
#d1d8de,72-80D
#b4bdc6,72-70D
#989fa9,72-60D
#6581a9,72-50L
#5c7db2,72-50P
#2f455c,72-30H
#c6daf2,72-80H
#91a1b8,72-60H
#a3b8e3,75-70L
#8496d6,75-60P
#777c99,75-50H
#4e6088,75-40L
#162a4b,75-20L
#172b2c,75-20D
#f6f8f3,75-90A
#e9eae5,75-85A
#dadad8,75-80A
#cececc,75-75A
#bebebc,75-70A
#7c8083,75-50B
#5d6162,75-40B
#40453f,75-30B
#f4f8f9,75-90B
#e8eced,75-85B
#dce0e3,75-80B
#bdbec2,75-70B
#9d9ea2,75-60B
#515a69,75-50C
#5d616a,75-40D
#3a4348,75-30D
#f0f5f9,75-90D
#c3e5ff,75-80H
#d4d9df,75-80D
#b4b8c1,75-70D
#989ca5,75-60D
#7b7f88,75-50D
#849fb2,75-70F
#6f7ba5,76-50L
#4d5794,76-40P
#cdd3eb,76-80H
#b2bae8,76-70L
#b9b8d7,77-70H
#9a9ada,77-60P
#7876a8,77-50L
#c0b1d0,82-70H
#857693,82-50H
#9668a9,85-50P
#f9f8f4,85-90A
#eeebe6,85-85A
#dddcd8,85-80A
#a09a9e,85-60B
#807a7c,85-50B
#645e60,85-40B
#49413e,85-30B
#1d2225,85-20D
#fcf8f7,85-90B
#f3eaeb,85-85B
#dddbdc,85-80B
#c2bcc0,85-70B
#a399a4,85-60D
#837982,85-50D
#645a65,85-40D
#493e42,85-30D
#fff8ff,85-90D
#d7cfdc,85-80D
#c2b8c1,85-70D
#e0cdeb,85-80H
#cdaae2,85-70L
#bfa9cd,85-70H
#a891ae,85-60H
#6f4d80,85-40L
#cfadc6,89-70H
#ffc6e6,95-80L
#f1a6c4,95-70L
#d37d9a,95-60P
#d5a9b8,95-70H
#9b7081,95-50H
#623941,95-30H
#4f3342,89-30H
#fdf7fb,95-90A
#eae5e9,95-85A
#dcd6d8,95-80A
#beb5ba,95-70A
#a3979b,95-60B
#857b7c,95-50B
#685e5d,95-40B
#4a4037,95-30B
#fcf3f8,95-90B
#fcf3f8,95-85B
#d9d0d5,95-80B
#bfb6bb,95-70B
#8b767b,95-50D
#6e585a,95-40D
#533e3d,95-30D
#2f2724,95-20D
#fff0fa,95-90D
#e3d2d8,95-80D
#c6b2bb,95-70D
#ae979d,95-60D
#e4b1b6,99-70H
#81282e,99-30P
#d54640,05-50V
#be2b24,05-40V
#c31218,05-40X
#961917,05-30T
#d02315,07-40X
#bb1404,07-40V
#da4d22,08-50V
#e34e0a,09-50X
#d26311,12-50V
#ed7806,12-60X
#e88f19,15-60V
#fd9a00,15-65X
#ffa624,15-70V
#e9a901,17-70X
#e2b500,19-70V
#eec700,19-75X
#f9cd30,21-75X
#d8cb00,22-70V
#f5d800,22-80X
#eede0f,22-80V
#f7f70b,25-80W
#fefe0a,27-85V
#d9f900,29-80V
#a7dc2a,32-70T
#9bd92e,35-70V
#4ca701,35-60T
#6ac22e,37-60T
#56c03c,39-60V
#399856,42-50T
#3b8f6d,45-50T
#01a858,46-60T
#50ae8a,47-60T
#429689,52-50P
#418c91,55-50P
#70c2c0,55-70P
#5ba3bb,59-60P
#2b6092,65-40P
#214278,69-30P
#335da9,69-40T
#4a78c5,69-50T
#355da5,72-40T
#28407c,75-30P
#4058a2,75-40T
#6274be,76-50T
#7177c5,77-50T
#5256ad,77-40V
#333b86,77-30T
#644f9e,79-40T
#573567,85-30P
#7a498b,85-40T
#8f3f7c,89-40T
#a33775,92-40V
#b53568,95-40V
#8f4c6d,95-50P
#ff5771,99-60T
#e04a63,99-50X
#bb3443,99-40V
#d34f81,95-50V
